canonical_u,canonical_v,mine,mine_index,friend,friend_index
++++++++--++++-+-----+-+-++--+--+----,++++--+-++---+-++-+-+-+-++--++--++---,X,52,X,619
++++++++--++++---+-+--+---++-+-+-----,+++-++-++--+---+-+-++--+++--+-++-+---,X,266,X,413
++++++++--+++-+-+--+-++--+-+--+------,+++-++--++--+-+++----++-+--+++-+-+---,X,587,X,594
++++++++--+++-+--+--+---++--+-+-+----,++++-+-+++----+--++-+-++--+-+++--+---,X,557,X,119
++++++++--+++-+---++--+-+--+--+--+---,++++-+---+++---++-+--++-+++-+-+----+-,X,354,X,515
++++++++--+++-+---+--+--+-++-+-+-----,++++-+-+-+++---++-+--+---+++--+--++--,X,546,X,240
++++++++--+++-+---+----+-+-++--++----,++++-+--++--+--+-++++--+-+-++--+-+---,X,219,X,468
++++++++--+++-+----+-+---+-+++--+----,+++-++-+++--+-+-++--+-+--++-+--++----,X,362,X,34
++++++++--+++--+--++-+-+-+-----++----,++++-+--+--++--++++--+-+-++-+-+---+--,X,274,X,139
++++++++--+++--+---++-+-+--+---+-+---,+++++-+--+-+--++++---++--+--++-+---+-,X,414,X,505
++++++++--+++---++-+--+-+-+---+---+--,++++-+--++---++-++-++-+---+-+++----+-,X,595,X,232
++++++++--+++---+-++---++--+-+----+--,+++++--+-+-+-++-++--++-+-+--++-+-----,X,126,X,354
++++++++--+++---+-+--+-+---+-++---+--,+++++--++-+-+--++---+-+-++-++-++-----,X,50,X,583
++++++++--+++---+-+---++-+----++-+---,++++-+---+--++-+-++--+++-++-+--+---+-,X,373,X,654
++++++++--+++---+--+---+-+-+-++-+----,+++-++-+++--+--+-++----+-+++-+--++---,X,642,X,187
++++++++--+++----++-++---+-+--+--+---,++++-++-+----++-++--+---+++--+-+-+-+-,X,262,X,57
++++++++--+++----++-+-+--+--++----+--,++++-+++--+--+++-+-+-+-+--+--++-+----,X,279,X,140
++++++++--+++----+-+--+--+--+++---+--,+++++-+-+-+--+--++++--+-+-+--++--+---,X,22,X,596
++++++++--+++-----++-+--+-+-+--++----,+++-+++-++-+--+-++--+---+--+++-+-+---,X,196,X,144
++++++++--++-++---+----+-++-+--++----,+++++-+-+-+---++--+-++-+-+---+++--+--,X,625,X,602
++++++++--++-++----+-+-+--+-+--+--+--,++++-+++---+--+-+++-+---+++-+---++---,X,175,X,309
++++++++--++-++-----+---+++-+--+-+---,+++-+++-+--+-++-+-+--+++---+-++--+---,X,144,X,618
++++++++--++-+-+-+---++-+---++-+-----,+++-+-++-++-+-++--+-----+++--+++--+--,X,659,X,35
++++++++--++-+-+-+---++--+--++----+--,++++-+-+--+--++++-+--+-+---+--++++---,X,150,X,378
++++++++--++-+-+--+---+-++---+-++----,++++-++-+----++---++--++-+-+++-+---+-,X,96,X,295
++++++++--++-+--+++-+----++-+-----+--,++++-+-+-+-+--+-+--++++---++--++--+--,X,580,X,357
++++++++--++-+--+++----+-++---+---+--,+++-+-++--++----+-++-++-+-+-+++-+----,X,330,X,243
++++++++--++-+--++---+-+-++---++-----,++++-+-+++-+--+--+-+--+---++-+++-+---,X,299,X,430
++++++++--++-+--++---+-+-+---++-+----,+++-++-+--+----++-+-+++----+-+++--++-,X,504,X,90
++++++++--++-+--++----+-+++------++--,++++-++-+--+-+-+--+++--+--++-+-+-+---,X,123,X,366
++++++++--++-+--+-++---+--+-+-+---+--,++++-++---+---+-++--++++----+++-+-+--,X,519,X,50
++++++++--++-+--+-+---+-++--+-+-+----,++++-+----+-+++---++---+--++-++-+++--,X,543,X,622
++++++++--++-+--+---+-+-++--+---++---,++++++-+-+--+-+--++-+---++--+-+++----,X,656,X,130
++++++++--++-+---+-+--+-+--+++-+-----,++++-+-+-+++--++--++-----++--+-++-+--,X,55,X,559
++++++++--++-+----++--+--+-+-++-+----,+++-+++-+++---++--+--+--+-+-+-+++----,X,666,X,523
++++++++--++-+----++---+--++-+--++---,+++++--+---+-+-+--+++-+-++-++-+-+----,X,409,X,166
++++++++--++--+++----++---+-+-+---+--,++++--+-++-+--+--+-+-+-++-+++-++-----,X,19,X,168
++++++++--++--++--+-+++----+-+----+--,++++-+---+-+-+-++----++-++-++-+-++---,X,300,X,297
++++++++--++--++------++-+-++--+-+---,++++-+-++-+-+-+-+--+--+--++--++++----,X,140,X,500
++++++++--++--+-+++----++-+--+----+--,++++-++--++-+-+--+---++++---+-+-+-+--,X,555,X,117
++++++++--++--+-+-+-+-+--++----+--+--,+++++--+-+-++-+-++-++-----++--+++----,X,155,X,369
++++++++--++--+--+-++-+---++-+-+-----,++++-+-++-++--+++--+-+---+---+-+++---,X,329,X,461
++++++++--++--+--+-+-+---++----++-+--,++++-+--+--+-+-+++-+++----+--+++-+---,X,297,X,344
++++++++--++--+--+--+-+-+-+---+-++---,+++++--+-++++--++----+-++-+-++---+---,X,573,X,397
++++++++--++--+---+---++-+--++-+--+--,++++--+-+-++-+-+-+++---+++-+-++------,X,20,X,550
++++++++--++--+---+---++---++++-+----,+++--+-+-+---+-++-++-++-++-+-+-++----,X,26,X,21
++++++++--++--+----++---+-++-+-++----,+++++-+-++---+-+-+--++--+--+-+++---+-,X,563,X,223
++++++++--++---+-++-+--+--+---+-+-+--,+++++--+---+-++---++--++++-+-+-++----,X,640,X,12
++++++++--++---+-+-++-+--+----++-+---,++++--++-+-+++-++--+---+--+-+-+++----,X,308,X,560
++++++++--++---+-+----++-+--+-++--+--,+++++-+----+--+++-+---+++--+-+-+-++--,X,265,X,502
++++++++--++----++-+--++-----+++-+---,+++++-++-+-+-+--+-+--++-+-+--++---+--,X,85,X,190
++++++++--+-+++--+--++---++--+-+-----,++++-+--+-+++--+-+++-+-+-+--+----++--,X,259,X,89
++++++++--+-+++---+-+-+-++---+----+--,++++-++-+--++-+-++---+--++--+-+++----,X,403,X,290
++++++++--+-+++----+-+--+--+++--+----,+++-+++-++--+--+-+---++-+--+++---+-+-,X,360,X,218
++++++++--+-+++-----+-+-+-++-+---+---,+++--+++--++-++-++-+-++--+---++-+----,X,61,X,629
++++++++--+-++-++---+-+-+---+-+--+---,++++++--++---+-++-+-++--++-+---++----,X,295,X,600
++++++++--+-++-+--++-+-+-+---++------,+++-+++--+++--+-++-----++-++--+-+-+--,X,582,X,128
++++++++--+-++-+--+--+-+-+-+--++-----,++++-+++-++---+-++--+---+++---++---+-,X,238,X,180
++++++++--+-++-+--+----+++-+---+-+---,+++++--++--+++--++-+-+-++-+---+--+---,X,473,X,407
++++++++--+-++--+-+-+++---+--+--+----,++++-+---++-+-++---+---+-+++--+-+++--,X,28,X,239
++++++++--+-++--+--+++---+-++-+------,++++-++-+-+-+-+---++--+---++-+--+++--,X,191,X,300
++++++++--+-++--+---++--+-+-+-++-----,++++-+-+++---+++-++-+--+--+---++---+-,X,591,X,238
++++++++--+-++--+---+-+--+--+++--+---,+++++--+++-----+-++-+-++---+-+-+-++--,X,470,X,416
++++++++--+-++---+++-+-+--+--++------,++++-++-+-++--++-++---+-+---+-+-++---,X,173,X,511
++++++++--+-++---++-+-+---+--+-++----,++++-+++---+-++--++-++---+-+-+----++-,X,622,X,60
++++++++--+-+-+++----+--+-++----+-+--,+++-++--+++-----++-+-+-+++--++--+--+-,X,366,X,672
++++++++--+-+-++-+-+-++--+----++-----,+++-+++-++----+++---++--+-+-++--+--+-,X,581,X,84
++++++++--+-+-++--+-+--++-+---+--+---,++++-+-+--+--++---+---++++--++++---+-,X,639,X,625
++++++++--+-+-++--+--+++---+-+----+--,++++--+-++--++-+++-+-++---++-+-+-----,X,410,X,289
++++++++--+-+-++---+++----+-+--+--+--,++++-++--++----+-+-+++-+---+--+++-+--,X,200,X,589
++++++++--+-+-++----+-++--++-+---+---,+++++--+-++-++-+++---++---+--+-+-+---,X,529,X,114
++++++++--+-+-+-++----++-++---++-----,++++-+-++-++-+-++--++-++---+-+---+---,X,287,X,196
++++++++--+-+-+-++----++-++---+-+----,+++-++--+++-+--++-++-+-----+-+--+++--,X,561,X,94
++++++++--+-+-+-+--+++---++--+--+----,++++-+++---+-+++--+--+-+----++-++--+-,X,172,X,171
++++++++--+-+-+-+----+-++--+++--+----,+++-++--+--++-----+++---++-+-++-++-+-,X,383,X,531
++++++++--+-+-+-+-----+-++-+--+-++---,+++-+++-++---+++----++--++-++-+---+--,X,108,X,548
++++++++--+-+-+--+++-+---+-+--+--+---,++++-+-++--+-+++--+++-++----++--+----,X,245,X,116
++++++++--+-+-+--++--++-----++-+--+--,+++++---++---+-+--+--++++-++-+-+-+---,X,614,X,38
++++++++--+-+-+--++--+-++----+-+-+---,++++++--++---+++-++-+--+--+---++-+---,X,632,X,318
++++++++--+-+-+---++---+--+-++--+-+--,++++-+-+-----+++--++-++--+---++++--+-,X,440,X,18
++++++++--+-+-+---+---++-+--++--+-+--,+++++-+-++----+-++--+++----+-+++--+--,X,467,X,635
++++++++--+-+-+---+---++---++-++-+---,++++--+-++-+--++-----++-+++-++-+-+---,X,454,X,365
++++++++--+-+-+----+---+++-+--+-++---,+++-+++-++----+++-+--+--+-++--++---+-,X,275,X,427
++++++++--+-+-+-----+-++---+++-+--+--,++++-+-+---+--++--++---++++--++-+--+-,X,558,X,421
++++++++--+-+--+++-+---+--+--+--+-+--,++++++---++-+-+---+-+++--++-+---++---,X,73,X,340
++++++++--+-+--++-+-+-+--++--+--+----,+++++--++-++-+-+--+++---+----+-+++---,X,207,X,155
++++++++--+-+--+-++-+++------++--+---,+++-++-+-++---+++----++--+--++-+-+-+-,X,89,X,529
++++++++--+-+--+--+++-+---+-+---++---,++++-+--++-+-++-+++-++---+-+--++-----,X,677,X,55
++++++++--+-+---++++---+-+-+--+--+---,++++-+++--++-++----+--++-+---++-+-+--,X,437,X,255
++++++++--+-+---++--+-+-++---+-+-+---,+++++--+++--+-++--+--+----+-++++--+--,X,247,X,428
++++++++--+-+---++----++--+--+++--+--,++++-+-+-+-+-++-+--+-++++--++--+-----,X,518,X,51
++++++++--+-+---+--+-+-++---++-++----,+++++-+-+-+-++-++-++---+--++----++---,X,340,X,658
++++++++--+-+---+--+---++-++--+++----,++++--++-+-++--+++-++-+--+-+-+-+-----,X,187,X,574
++++++++--+-+-----++---+--++++-+-+---,+++-++-+--++-++--++-+-+-++----+-++---,X,586,X,446
++++++++--+--++++---+++---+---+---+--,+++-++-+-+--+-+++-+--+-++-++---+-+---,X,167,X,267
++++++++--+--+++-+-+--+-++----+--+---,+++++--+++---+--+-+-+---+++-+-++--+--,X,479,X,132
++++++++--+--+++--+--++--+-+---++----,++++-++-+-++-----+-++-+-+-+---+-+++--,X,485,X,111
++++++++--+--+++----+-++--+-+-+---+--,+++-++-+-+-+++----+++--++----+--+-++-,X,508,X,650
++++++++--+--++-+++---+-+----+-+--+--,++++-+-+---+--+++--+-+++----++-+-++--,X,290,X,153
++++++++--+--++-++-+-+--++----+-+----,++++-+++--+-+-+---+++-+----++-+--++--,X,674,X,210
++++++++--+--+-++-+---++-----++-++---,+++-+++-+-+--+---++---+++-+-++-+---+-,X,205,X,319
++++++++--+--+-++---++--++---+-++----,+++-++-+++-+-+-++----+++-+--+----+-+-,X,311,X,362
++++++++--+--+-++---+-+-+---+-+-++---,+++++-+--+-+--+++++---++---+--+--++--,X,35,X,435
++++++++--+--+-+-+++---+--++----++---,+++++-+-++-+-+--+---+++-+---+--++-+--,X,463,X,402
++++++++--+--+-+-++----+++---++---+--,+++++-+--+-++-----+-+-+-+-++-++--++--,X,460,X,570
++++++++--+--+-+--+---+++--+-+++-----,+++-++-++--+-+-+---+---+++---++-+-++-,X,355,X,150
++++++++--+--+--+-+----+++-++--+-+---,++++-+-++-+-+++-+---+--++---+--+++---,X,594,X,425
++++++++--+--+---++---++--+-+-+++----,++++-+-+++--++-+-+-++-++--+--+-+-----,X,516,X,370
++++++++--+--+---+-++---++--+-+-++---,+++++-++--++-+-++-+--+++---+-+-+-----,X,114,X,231
++++++++--+--+----++-++---+-+-+-++---,++++-+++-+---++++--+--++---+-+--+-+--,X,596,X,66
++++++++--+---+++-+--+++----+--+-+---,++++-++--+--++-+----++---++-++-+-+-+-,X,353,X,292
++++++++--+---+++-+---++-+--+--+-+---,+++-++-++-+-+-+-++-+++-----++----++--,X,616,X,169
++++++++--+---++-++--+-+-+-+--+--+---,++++-+++--+++-+-+--+--+-++-----+++---,X,645,X,414
++++++++--+---++-+---+++--+--+-++----,++++++-+-++--+-++---+--+-+-+-+---++--,X,74,X,503
++++++++--+---++--+-++-+-+---+++-----,++++-++-+--++-+---+--+---++-+-+-+++--,X,477,X,632
++++++++--+---++---+-++----++-++-+---,++++--+-+-+-++-++-+++--++-----+-+-+--,X,371,X,545
++++++++--+---+-++--+-+--++---+-++---,++++-++-++-+-+++---+--+++-+----+-+---,X,316,X,454
++++++++--+-----++-+-+-+-+---++-++---,+++++--+++-++-+---++-+--+--+-+--++---,X,368,X,678
++++++++---+++-++---++-+--+--+---+---,++++-++-+---+--+-+++--+-+-+---+++-+--,X,211,X,261
++++++++---+++-+--++--++-+--+-+------,+++-++-+-++---++--+----+++-+--++-+-+-,X,282,X,113
++++++++---+++-+--+-++--++--+----+---,++++-++-+--+++-+-+---+-++---++-+---+-,X,607,X,293
++++++++---++-+-+++-++--+----+--+----,+++-++--+-+-++-+-+-+--++-++----+++---,X,584,X,395
++++++++---++-+-++-+++---+---+--+----,++++---+++-++-++--+--+-+-+--++-+-+---,X,661,X,189
++++++++---++--++--+--+-++--+-+-+----,++++++-+-+-++--++-+---+++----+--+-+--,X,304,X,49
++++++++---++--+--+-++--++--+-+-+----,++++-++++-+--++-+-+--++-----++-+-+---,X,209,X,233
++++++++---++--+-----+-++-+-++-+-+---,++++---+-++-++-+++--++--++-+---+-+---,X,321,X,284
++++++++---+-+++-++--+-+--+----++----,++++-++--++--+--+-+-+-+-++-+----+++--,X,347,X,107
++++++++---+-+++--+++--+---+--+--+---,++++-+---+++-+-+++--+-+---+--+-++-+--,X,213,X,78
++++++++---+-+-++-++--+-++----+-+----,+++-+++-++--++-+-+----++---+-++-++---,X,514,X,627
++++++++---+--+--+-++--++--+-+-++----,++++-++--+++---+-+---++-+----+-+++-+-,X,357,X,204
+++++++-++++---+-+--++--+--++---+----,++++-+---+--++-+-++--+-+-++-+-+++----,X,476,X,477
+++++++-+++-+--+--+---+--+++---++----,+++++-+-+--++-++---++--+-+-+-++-+----,X,112,X,306
+++++++-+++-+---++-++---+-+--+--+----,++++-++----++---+++-+-+-+--+-+++--+--,X,552,X,5
+++++++-+++-+---+-+--+++----+--++----,+++-++---++-++-+-++--+-+++--+-+----+-,X,226,X,351
+++++++-+++--++-+----+--++-++----+---,++++---+-+-+-++--++-+-+++--+-++-+----,X,369,X,257
+++++++-+++--+-+--++-++---+----++----,+++++--+---++--+-+++-+--+-++-+-+-+---,X,517,X,544
+++++++-+++--+--+++-+----++-+---+----,+++-+++-+--+-+-+--++-++-+--+---+++---,X,534,X,277
+++++++-+++--+--+--++-+---++-+-+-----,++++-++-++---+++-+----++---++-+-+-+--,X,610,X,517
+++++++-+++--+----+---+++---+-++--+--,++++--+-+--++-+-+-++---+-++-+++-+----,X,76,X,519
+++++++-+++---++--++-+---++-+-+------,+++-++--+++-+-++-+--+-++----++-+---+-,X,100,X,641
+++++++-+++---++--+-++-+----+-+---+--,+++++--+---++--+-+++-+---+-++-+-++---,X,556,X,205
+++++++-+++---+-+-++-+---+-+----++---,++++-+--++---+--++-++--+-++-+++----+-,X,428,X,652
+++++++-+++---+-+-++---+--+-+-+---+--,+++++--+-+++--+--+--+-+--++++--++----,X,7,X,124
+++++++-+++---+-+--+--++---++-++-----,++++-+++-+--++---+-+--+-+--+-+++-+---,X,292,X,542
+++++++-+++---+-+--+--+---+-++-+-+---,++++--+++-+--+---+++-+++--+--++-+----,X,332,X,381
+++++++-+++---+-+---++-+---+-++-+----,++++-+-++---+++-++-++-+---+--++---+--,X,617,X,99
+++++++-+++---+--++-----+++-+--+---+-,++++--+-+--+-+++--+++-+-+--++-+--+---,X,589,X,513
+++++++-+++---+---++-+---++--+-++----,+++++-+--++++--+---+--++-+-+-+--+-+--,X,658,X,100
+++++++-+++----++-+--+--+-+-+-+----+-,+++-++-----++--+++---+-+++--+-++-++--,X,16,X,79
+++++++-+++----++-+---+-+--+-++----+-,++++-+-+--+++---+---+++-++--+--++--+-,X,434,X,314
+++++++-+++----++---+--+-+--++-+---+-,++++--++---+-++-+-+++-+----+-+++--+--,X,484,X,440
+++++++-+++-----+++--+-+---++--+--+--,+++-+++-+----+-+-+--+-++-+--++-+++---,X,472,X,91
+++++++-+++-----+-++-+-+---+--+-++---,++++-++--++-+-+-++--+++----++-+---+--,X,628,X,65
+++++++-+++------+-++-+---++--++-+---,++++-++-+--+-+++---+-+-+---++-+--++--,X,633,X,16
+++++++-++-+++---+----+--+-+++--+----,+++-+-+-++---++-+--++-++--+-+-+++----,X,388,X,36
+++++++-++-+++----++-+---+-++---+----,+++-++---+-++-+-++--+-+++-+-+----++--,X,559,X,669
+++++++-++-++-+---+-+-+-+--+-+----+--,++++-++---+++--++-+---++-++--+++-----,X,137,X,582
+++++++-++-++-+---+---+++-+-----++---,+++-+-++---+-++--+++-+----++-++-+-+--,X,236,X,367
+++++++-++-++--+-+----+-+-++-+-----+-,++++--+--++--++---++-+-+++---+++-+---,X,88,X,320
+++++++-++-++--+-+----+-+--+++----+--,++++-+----+++-+-+-+++---+--++--++-+--,X,49,X,470
+++++++-++-++---+++--++-+----+-+-----,++++-+-+---++--++-++-+---+-+-++-++---,X,270,X,165
+++++++-++-++---+-++----++--++----+--,+++++--+---+++-+-+++-+--+-+--+-+-+---,X,592,X,237
+++++++-++-++---+-+---+---++++----+--,++++-+-+-+-++---++-++---+++--+--+--+-,X,335,X,579
+++++++-++-++----+-+-+--++---+-+--+--,++++-++----+++-+++---++-+---++-+---+-,X,86,X,460
+++++++-++-+-++--++---+-++--+---+----,+++++----++--+-++-+-+++--++-+-+-+----,X,176,X,438
+++++++-++-+-++-----++--++--+-+-+----,+++++-+---+-+--+-++----+++-+-++--++--,X,630,X,392
+++++++-++-+-++-----+-++---+++-----+-,+++-+-++-+-+-++--+++---+--++-++--+---,X,503,X,490
+++++++-++-+-+-+-+--++-+---++-----+--,++++---+-++-+++--++---++-+-++-++-----,X,291,X,382
+++++++-++-+-+-+---++-+--+----++-+---,+++-+++-++----++--++--+-++-+-+++-----,X,324,X,311
+++++++-++-+-+-+----++--++--+---+-+--,+++++-++---++-+-++----+++-+--++-+----,X,75,X,244
+++++++-++-+-+-+----+---++--+++-+----,+++-+-++----+++-+--++-+----++-++-++--,X,170,X,363
+++++++-++-+-+--++----++---+++-+-----,+++-++-+-+---+-+----+++-++--++-++-+--,X,386,X,649
+++++++-++-+-+---+++----++-++--+-----,+++-++-+-+-+++-++---+++---+--+--+-+--,X,576,X,216
+++++++-++-+-+---++--+--++----++---+-,++++-++-----++++-+-+-+-++---++-+--+--,X,249,X,553
+++++++-++-+-+---+-++--++----++--+---,+++++-++---++-+-+-+++-----++-+--+-+--,X,521,X,53
+++++++-++-+--+++---++--+--+-+-+-----,+++++--++-++--+-+-+++--+-+-++----+---,X,676,X,70
+++++++-++-+--++-++---+--+-+-+---+---,+++++--+++--+----+++-+--+-+++---+-+--,X,83,X,325
+++++++-++-+--++--+-----+++--++---+--,+++++--+-++-+-+--+-+++-+-+-+---++----,X,565,X,467
+++++++-++-+--++---+----++--+-+++----,++++-+-+-+--++--+---+++-++-++-+-+----,X,93,X,343
+++++++-++-+--++----+-+-+--+++-+-----,++++--+-+++-+++--++-+---++--+-+--+---,X,364,X,385
+++++++-++-+--+-+-+++---+-+---+--+---,+++++--+-+--+---+-+++--+--++++--++---,X,566,X,86
+++++++-++-+--+-+----+-++---+++---+--,+++++-+-++--++---++-+---+-+++-+---+--,X,77,X,186
+++++++-++-+--+--++---+-+---+++---+--,+++++-+++--+-+--+-+-+-++--+--+++-----,X,367,X,173
+++++++-++-+--+--+-+---++-++---+-+---,+++++--+++-+-++--++-+----+-+++---+---,X,21,X,391
+++++++-++-+--+---++-+-+-+----++--+--,++++++--++---+++-+-+-+--+--+--+++----,X,380,X,81
+++++++-++-+--+---+-+---+--++-+++----,+++++-+-++--++---++-+--+++--+-+-+----,X,385,X,201
+++++++-++-+---+-+--+++----+--++--+--,+++++-++--+-+-++-+-+---+++-+----++---,X,530,X,356
+++++++-++-+---+-+--++---+-+-++-+----,++++++-+-+--++---+--+--++-++---+++---,X,637,X,573
+++++++-++-+----++---++--+-+--++--+--,++++++-+--+-+-+-+---+-++---++++---+--,X,222,X,607
+++++++-++-+-----+-++--+-+---++-++---,++++-+-++---+-+++-+---++--++----++-+-,X,391,X,349
+++++++-++--++++----+-+-+-+--++------,+++-++-++---+--+-+--++-+-++---+++--+-,X,204,X,217
+++++++-++--+++---+-+---++-++-----+--,++++-+++--+-+-+--+--+-++-+---+++-+---,X,524,X,522
+++++++-++--+++----++---+--++-+--+---,++++-+--++----+-+-+-+-++-++-+++----+-,X,38,X,637
+++++++-++--+++-----+--+-+-+-++----+-,++++-+---+--+-+++--++-+-++--+--+++---,X,404,X,405
+++++++-++--++-+-+---+++----++-----+-,+++-++--+-+++-++----++-+-++-+-+--+---,X,545,X,643
+++++++-++--++-+--+---++---+++-----+-,+++++-+-+-+--+++---+-+++--+--+-+--+--,X,583,X,576
+++++++-++--++-+-----+--+++--+-+---+-,++++---++-+--+--+++-+++--+-+-+-++----,X,221,X,125
+++++++-++--++--+-+----+++-+-----+-+-,++++-+-+--+--++-+--+--+++-++---+++---,X,495,X,547
+++++++-++--++---+-++-+--+---+-+---+-,+++++---+++-++-+-+----+++--++-+--+---,X,188,X,485
+++++++-++--++---+-+--+-++-----++--+-,++++-++-----+++-+-+-+-++-+--+++---+--,X,619,X,539
+++++++-++--++----+++----+-+-+--+--+-,++++-++--++----++++-++---+-+-+-+--+--,X,494,X,106
+++++++-++--+-+++--+-+-+-++----+-----,+++-+-+--+++--++-----+++-+--+-++-++--,X,426,X,668
+++++++-++--+-++-+-++---++--+---+----,++++-+-+-+--+----++++---+-+++-+--++--,X,234,X,423
+++++++-++--+-++--+++--+-+----+--+---,++++-+-+-+-+--+-+++--++-----++++--+--,X,400,X,47
+++++++-++--+-+-++-+++---+----++-----,++++-+-+--+---++-+--++-++--+-+-+++---,X,520,X,590
+++++++-++--+-+-+----+++--+--++----+-,++++-++--++-+--+++-+-+-----+++--+-+--,X,203,X,22
+++++++-++--+-+--++++----+-+----+-+--,+++-++--+-+++-+----+-+++--++---++--+-,X,11,X,469
+++++++-++--+-+----+-+-++--+-+-++----,+++++-+--+++-+-+++----++--++---+--+--,X,69,X,337
+++++++-++--+--+++----+++----+---++--,+++++-+--+-++--++-+-+-+--++-+-+----+-,X,122,X,491
+++++++-++--+--++--+-+-+----+--+++---,++++-+-+-+--+--+-++++--+++--++-+-----,X,673,X,389
+++++++-++--+--+-+-+-+--++---++----+-,++++-++--++-+--+++--+-+-----++++---+-,X,602,X,83
+++++++-++--+--+---+-+-++-+----+++---,++++-++--+++-+-++-+--+---+++-+---+---,X,424,X,373
+++++++-++--+--+---+-+----++++-+---+-,++++--+-+-++---+--++-+-++-+++---++---,X,84,X,615
+++++++-++--+---+++---+-+--+-+-+--+--,++++++-++----++-+-+--++-+---+--+++---,X,448,X,304
+++++++-++--+---+--+-+---++--+++---+-,+++++-+-+----+++---+-+++--+-++-+--+--,X,47,X,172
+++++++-++--+----++-+-+---++--++-+---,+++++--++++---++-++-+--+-+-+-+----+--,X,641,X,76
+++++++-++--+-----++--+-+-+--+++---+-,++++-++--+-+-+++--+--+-++---+++----+-,X,606,X,87
+++++++-++---++++---+-+-++-----+--+--,+++-+-+-+-++-++---++-+-++-++-----++--,X,115,X,534
+++++++-++---++++----+-+++--+---+----,++++-+-+-+--+--+--+--++-+-+-++--+++--,X,125,X,24
+++++++-++---+++-+---+-++---++----+--,++++-+-+++-++-----++-++--+-+--+-+-+--,X,644,X,136
+++++++-++---+++-+----+++--+---+--+--,+++-+-+++--++-+-++-+--+-+++-+---+----,X,436,X,109
+++++++-++---+++--+--+--+-+--+-+-+---,+++++-++--+-+--+++-+-+++-----++--+---,X,620,X,278
+++++++-++---+++----++--+--+-++---+--,++++-+++-+---+-+-+-++---+-++-+----++-,X,551,X,498
+++++++-++---++-++-+--++---+-----++--,++++-+--++-+-+-+-++-+---++-+-+++-----,X,277,X,335
+++++++-++---++-++----++--+-+----+-+-,++++-+-+---+--+++--+-+++-++--+-++----,X,578,X,92
+++++++-++---++---+---+-++--+-++---+-,++++-+--+++----+-+-+++-+----+-++-++--,X,303,X,361
+++++++-++---++----++-+----+++-+---+-,++++-+++-+---+--++--+-+--+++-+--+-+--,X,468,X,631
+++++++-++---+-+++----++-+-+-----++--,++++-++---+++-+-++-+-+--++-+---+--+--,X,548,X,455
+++++++-++---+-++--+-+-+-++----++----,+++++-+--+--+---++--++---+-+-++++-+--,X,44,X,98
+++++++-++---+-++-----++-+-++--++----,+++++-+-+----++--+--+-+-++--+-+-+++--,X,333,X,442
+++++++-++---+-+-++--+-++---++-+-----,++++-+++--+-++-+---+-++---+---+-+++--,X,665,X,197
+++++++-++---+-+-+-+--+--+-+----+++--,+++++-+----++-++-++--+-+++--+---++---,X,532,X,222
+++++++-++---+-+---+++----+-++-+---+-,+++-++-+-++-++---++--+++-+-----++--+-,X,562,X,298
+++++++-++----++++---+-+-+--+---+--+-,+++-+++---+++-+--+---+--++-+-++-++---,X,575,X,347
+++++++-++----+++-++--+--+---+---++--,++++-+-+--+-+++-+-+---+++----++-+--+-,X,70,X,310
+++++++-++----+++-+--++--++----+-+---,++++-+-++-++--+-+-++-----+--+++-+-+--,X,429,X,659
+++++++-++----+++----+--+++--+----++-,+++-++-++-+-+-+-+-++--++-+---++-+----,X,128,X,636
+++++++-++----++------++-+++--+-+-+--,+++-+-++--++----+++-+---+-+-++-++-+--,X,97,X,581
+++++++-++----+-++-+-+-+--+--+--++---,++++-+-+-+++---+++--++------++-++--+-,X,618,X,375
+++++++-++----+-++-+-+--++--+--+-+---,++++++--++---+++---+-+--+---+-+++-+--,X,613,X,270
+++++++-++----+-++-+---+--++-+---++--,++++-+-+-+++---++-++-+++----+--+-+---,X,601,X,203
+++++++-++----+-+----+-++-+--++--+-+-,++++--+++--+--++-+++----+++-+-+---+--,X,169,X,364
+++++++-++----+--+--+---++-+-+++--+--,++++-+--+++----+-+-+-+-++--++++---+--,X,148,X,25
+++++++-++-----++-+-+--+--++---+++---,++++-+--+-+-+-----+-+++-++--++-+-++--,X,323,X,143
+++++++-++-----+-++---+-+--+++--+-+--,++++-+-+++-+-++--+--+++-+---++--+----,X,48,X,599
+++++++-+-++++---+----++-++---++-----,+++-+-++-+-+-++-++---++--+-++--+---+-,X,157,X,308
+++++++-+-+++--+-++---++-+-+---+-----,++++-+--++-++--++-+-++---+++-+----+--,X,254,X,181
+++++++-+-+++--+-+--+--++--++----+---,++++-+-+-----++++---+-++--+-+-++-++--,X,402,X,54
+++++++-+-+++--+--+---+++--+-+--+----,+++++-+--+--+--++--++---+-+-+-++++---,X,486,X,127
+++++++-+-+++--+--+----++--+-+-++----,++++--++--+-+++---+-+++-++-+-+----+--,X,339,X,71
+++++++-+-+++--+-----+++--+-+--+--+--,+++-++-++---+-+-++----+-+++--+++---+-,X,66,X,601
+++++++-+-+++---++-++----+-+-+--+----,+++-+-++---+-+++--++-++-++-+-----++--,X,350,X,74
+++++++-+-++-++--+-+--++--++-----+---,++++-+--+--+++-+-+-+++----+++---+--+-,X,597,X,93
+++++++-+-++-++---+-+--+--++---++----,++++++-+-+-+----++-++--+--+++--+-+---,X,395,X,247
