canonical_u,canonical_v,mine,mine_index,friend,friend_index
++++++++--+-+-+--+--+--++---+-+-+--,+++++--+++---+-++-+---+++-++----+--,X,768,X,97
++++++++--+-+-+--+----++-++---++---,++++-+-+-+++-+----+--++-++--+-++---,X,553,X,38
++++++++--+-+-+---++-+--+--+-+-+---,++++-++-++-----++--+++---+--+++-+--,X,215,X,329
++++++++--+-+-+---+---++-+--+-++---,+++++-++----+-+-++--++-+---+++--+--,X,813,X,113
++++++++--+-+-+----++----++++--+---,++++-+-+--+--+--+--+++-+-+-++--++--,X,35,X,463
++++++++--+-+-+----+-++--++---+-+--,++++-+++---+-++--+-++----+-+++--+--,X,390,X,180
++++++++--+-+-+----+-+---+++-++----,+++-+--+++--+-++-++-++---+---++--+-,X,198,X,362
++++++++--+-+-+------+++--++-+--+--,+++-+-+++--++--++-+-+--+--+-+++----,X,605,X,536
++++++++--+-+--++-+-+--+--++----+--,++++-+-+--+++-++--+---+-+---++++---,X,516,X,513
++++++++--+-+--++-+-+---++--+--+---,++++-++-+---+-+----+++-+--+++-++---,X,807,X,691
++++++++--+-+--++--++--+---+-++----,+++-++-+-+-----+-+++---+++--+-++-+-,X,799,X,226
++++++++--+-+--+-+-+-+----++-+--+--,+++++-++--++---+-+++--++----++-+---,X,147,X,734
++++++++--+-+--+-+--+---+-+-++--+--,+++-+-+++--+++-----+-+++--++-++----,X,341,X,99
++++++++--+-+--+--++--+-+-+--+--+--,++++++---+++---++---+--+-+-+++-+---,X,14,X,131
++++++++--+-+--+--+---+++--+-+-+---,++++++--++-+-+-+--+--+--++--+++----,X,817,X,28
++++++++--+-+---++-++-+------+++---,+++-+-+-+++--+++--+--++-+-+--+--+--,X,105,X,759
++++++++--+-+---++--++--+--+-++----,+++++-+-++-+--+++-+-+-+----++--+---,X,667,X,126
++++++++--+-+---++---+-+-+--++-+---,+++++--+--+++--++++-+---+--+-+--+--,X,804,X,158
++++++++--+-+---+-+-++---+-++---+--,++++--++-+++-++----+-+-++----++-+--,X,702,X,297
++++++++--+-+---+--+---+++-+--++---,+++++-+--+-+-++-+--++--+---+++---+-,X,578,X,327
++++++++--+-+----++--++--+--+-++---,+++-+++-+-+--++-++-+-+----+++----+-,X,668,X,69
++++++++--+--++++--+-+-+-+----+----,+++-++--+-+++--+-+++---++--+-+--+--,X,113,X,137
++++++++--+--++++---++-+----+---+--,+++-+-+---+-+++-+--+++--++-+--+-+--,X,399,X,783
++++++++--+--+++-+-+-+--++----+----,+++++-+--++-+-+--+-+--++--+--+++---,X,177,X,590
++++++++--+--+++--+-++-----+-+-+---,++++-++--++--+-+--++-+--+++----+-+-,X,505,X,200
++++++++--+--+++---++-+--+-+---+---,+++++-+---++--+--+---+++-+-+-++-+--,X,689,X,30
++++++++--+--++--+---+-+-++---++---,+++++-+--+-++-++-+-+-+-++-----++---,X,326,X,185
++++++++--+--++---+-+-+--+++----+--,++++-++-+-++--+--+-+-+---+--++++---,X,119,X,799
++++++++--+--+-+-+++----++---+--+--,++++-+-+---+-++-+---+-++---++-+++--,X,524,X,278
++++++++--+--+-+-+-+--++-----+++---,++++-++--+-+--+++-++----+-+--++--+-,X,405,X,230
++++++++--+--+-+--++-+---+++---+---,++++-+-+++-+--+---+-++---+--+++--+-,X,769,X,818
++++++++--+--+-----++---++-++++----,+++-++--++-+--+-++---++-+-+-+-+-+--,X,2,X,642
++++++++--+---++---++-+--+--++-+---,+++++--+-+----+-+--++-+-+-+++-++---,X,569,X,55
++++++++--+---+--+---+-+-++--+++---,++++--++-++-+--+-+-+---+++-++-+----,X,325,X,269
++++++++--+----+--++--+-+---++++---,++++-+--+-+-+---+-+-++-++-++--++---,X,80,X,81
++++++++---+++-++--+-+-++----+-----,+++-+--++--+---+++--+-++-++-+-+-+--,X,99,X,758
++++++++---+++-+-++--++--+----+----,++++-+---++-+-++-++--+-+-+--++-+---,X,280,X,364
++++++++---+++-+-++--++--+----+----,+++-+-+-+--+-++-+--++-++--+++-+----,X,279,X,363
++++++++---+++-+-+---++--+--+-+----,+++++--+++--+---+--+-++-++--+-+-+--,X,557,X,98
++++++++---+++-+-+---+-++---+--+---,++++-++-++-+---+-++-+-++---+--++---,X,161,X,134
++++++++---+++-+--+-+--+-+-+---+---,++++--++-++-+--+----++--++-+++-+---,X,500,X,165
++++++++---+++--++--+--+---+-+-+---,++++-++-+-+--++-+--+-++++---+--+---,X,318,X,301
++++++++---+++---+--++--+-++-+-----,++++-+-+++--+--+---++--+-+--++-+-+-,X,237,X,465
++++++++---++-++--+-+-++---++------,++++-+-++--+-+---+-+--++--+-+++--+-,X,43,X,425
++++++++---++-++---++-+-+-+---+----,++++-+--++-++-+---+---++-+--+-+++--,X,599,X,405
++++++++---++-+-++++---+---+---+---,++++--+--++-+--+-++-+-+-+--++-++---,X,319,X,619
++++++++---++-+-+-+++----+--+--+---,+++-++--+--++---+++-+----++-+-++-+-,X,793,X,3
++++++++---++-+-+-+---+--+--+-++---,++++-+--+++--+--+-+++-+++---+--+---,X,333,X,451
++++++++---++-+-+--++-+---+-+--+---,+++++-+-++----+--++--+--+++-+-++---,X,470,X,151
++++++++---++-+---+---++-+-++--+---,++++-++--+---+-+-+--+-++-+---++++--,X,259,X,586
++++++++---++-+------+-++-++--++---,+++-++-+-+-+---+-+++---++-+--+-++--,X,305,X,643
++++++++---++--++---+-++-+--+-+----,+++++-+--+++-++--++-+---+-+---+-+--,X,528,X,324
++++++++---++--+--+++----+-+-+-+---,++++-++-+-----++-+--+-++--++--++-+-,X,209,X,95
++++++++---++--+----+--++-+-+++----,++++-+-++-++---+--+--++-+-+-+-++---,X,197,X,655
++++++++---++---++-+-+--++--+--+---,++++-+-+++-+--++-+--+----+-+++---+-,X,352,X,625
++++++++---++---+-+-+---+++-+--+---,++++-+-++++-+--+---++--+--+-++--+--,X,87,X,587
++++++++---++-----+--+-+-+-+++-+---,++++-+--+++--++--+--+-+++--+-+--+--,X,56,X,706
++++++++---+-++---+--+-+--++-+-+---,++++-+++-++----++--+-++---++-+---+-,X,728,X,68
++++++++---+-+-++----+++-+--+--+---,+++++-+-++-+--++----+-+-+--++--++--,X,718,X,380
++++++++---+-+--+-++-+--+--++--+---,++++-+-+++-+++---+---++-+---+-++---,X,313,X,155
++++++++---+-+---+---++--+-++++----,++++-++-+-+-+--+-++--+-++---+--++--,X,26,X,753
++++++++---+--++-+--+-++-+---++----,++++-+-+++--++--++-----+-++--+-+-+-,X,269,X,702
++++++++---+--++---++--+-++-+--+---,++++-+-+-++++--+-+++--+--+---+-+---,X,759,X,775
++++++++---+--+--+-+--++--+-+++----,++++-+-++++-+---+-+---++--++--+-+--,X,456,X,748
+++++++-+++-+--++---+-+--+-++------,+++-+++--+-+--++--+-+-++--+-+++----,X,421,X,471
+++++++-+++-+---++-+----++-+-+-----,++++-+-+--+---+++--+-++--+-++--++--,X,172,X,630
+++++++-+++-+----+-+--+--++--++----,++++--+-+--+--+++-+-+---+-++-+++---,X,162,X,121
+++++++-+++--++---+-+---+-++-+-----,++++-+-++-+---+++--+--++-++---+-+--,X,655,X,58
+++++++-+++--++----+-+--++--+--+---,+++++---+--+-++-++-+-+-+-+--+++----,X,216,X,735
+++++++-+++--+-+-++----++--+-+-----,+++-++-----+++--++-++-+-+-+--++-+--,X,687,X,360
+++++++-+++--+-+-+---+-++--+--+----,++++--+++--+-+-++-++---+-+++----+--,X,357,X,568
+++++++-+++--+-+---+-++---+--++----,++++-+-+---++-++-+++----+-++--+-+--,X,15,X,765
+++++++-+++--+--+-++---+-+---++----,+++++-+---++---++-++--+-+-++-+---+-,X,585,X,228
+++++++-+++--+--+-+-++---+-+---+---,++++-+--+-+++-+-++----++--++-++----,X,149,X,94
+++++++-+++--+--+-+----+++-+---+---,+++-+-+----+++--+--++-++-++-+-++---,X,377,X,501
+++++++-+++--+--+--++-+-+----+-+---,++++-+-++--+-+--+++---+--++-+++----,X,496,X,452
+++++++-+++--+--+---+-+--+-++--+---,++++--+++---+-+-+++-++---+-++-+----,X,386,X,239
+++++++-+++--+---+++-+---+--+--+---,+++-++-+--+-+-+++-+--+-+++---++----,X,248,X,711
+++++++-+++--+----++----+++-+---+--,+++-++-+--+-+--++-++----+++-+-+-+--,X,463,X,563
+++++++-+++--+-----++-+-+---+-++---,+++-++----+++--++-+--+-+++--+--+-+-,X,207,X,757
+++++++-+++---++-+---+-+-+-++------,+++-++-+-++-++--+--+++----++--+-+--,X,108,X,742
+++++++-+++---+-++-+--+---++-+-----,+++-+-+-+++--+-+----++--++-++-++---,X,821,X,462
+++++++-+++---+-+--+-++---+-++-----,++++-++--+--++---++---+-+-+++-+--+-,X,115,X,201
+++++++-+++---+-+--+-+---++--+--+--,++++-+--+++---++-+-+--++-+++-+-----,X,590,X,699
+++++++-+++---+-+--+----+++-+--+---,+++-++--++-+-+---+-++-+--+++----++-,X,598,X,241
+++++++-+++---+--+++----+-+-+-+----,++++-++-++--+--+-+--+--+++-+--++---,X,52,X,391
+++++++-+++---+---++-+--+-+---+-+--,++++-+-+--++-++--+--++---++++----+-,X,811,X,397
+++++++-+++----++++--+---++-----+--,+++-+-+-+-+--+++--+-+--+-++-++--+--,X,16,X,767
+++++++-+++----++-++-+----+-+---+--,++++-+--++-+--+++--++--++-+-+-+----,X,676,X,234
+++++++-+++----++-+-+----++--+--+--,+++++--+-+--++-+-+--+++-++---+-+---,X,420,X,582
+++++++-+++----++---+---+++-+----+-,++++--+--+--+-++-+-+-+-++--++-++---,X,449,X,494
+++++++-+++----+-++-++-----++---+--,++++-+--++--+-+-+-+---+++--++-+--+-,X,60,X,666
+++++++-+++----+-+--++-+----++---+-,++++-+----+++--++--+-+-+-++-++--+--,X,241,X,652
+++++++-+++----+--++-+---+-+-+--+--,++++-+++---+--+++-+---++-+--+-++---,X,640,X,63
+++++++-+++----+--+-+---+-+-++-+---,++++--++--+--+-++-+++--+---+-+++---,X,164,X,608
+++++++-+++-----++-+--+---+-+-++---,+++-++--+--++---+++-+-++-+-++----+-,X,351,X,565
+++++++-+++-----+-+--++---+-++--+--,++++--+-+--+-+++-++-+-+---+++--+---,X,412,X,422
+++++++-+++------+++---+-+--++--+--,++++-+-++--+-++-+-+---++-++---+-+--,X,97,X,715
+++++++-++-++--+--+-+---++--++-----,+++++-+-+-++--+-+-++---+++--+-+----,X,542,X,736
+++++++-++-++---++----+-+-+-++-----,++++-+--+++--++--+-++-++---+-+---+-,X,624,X,70
+++++++-++-+-++---+--+--++--+-+----,+++++-+-+---+-+--++--+++--+-+++----,X,247,X,409
+++++++-++-+-++---+--+---+-+++-----,++++--+++---+--++-+-++-+-+---+-++--,X,285,X,570
+++++++-++-+-++----+---+++--+---+--,++++-+--++--+--+-+++-+-+-+--+++----,X,656,X,791
+++++++-++-+-++-----+--++--+++-----,++++-+-++--+-++---+--++-+-+-+-++---,X,245,X,293
+++++++-++-+-+--++---++---+-++-----,++++-+-+-+-++--++-++-+--+++-----+--,X,788,X,214
+++++++-++-+-+--++---++---+-++-----,++++-+-----++-+-+-++--+--++-+-+++--,X,789,X,213
+++++++-++-+-+--++----++--++-+-----,++++-++--++-+----+-++---+++-+-+-+--,X,685,X,211
+++++++-++-+-+---+++----+--+-+-+---,+++++--++--+---+++--+-++-++-+---+--,X,191,X,615
+++++++-++-+-+---+--+----+++-++----,++++--++--+--+-++-+-+-+++-+---++---,X,506,X,645
+++++++-++-+--++---+++--+---+--+---,++++-+++--+--+-+-+-+-+--+--++++----,X,708,X,817
+++++++-++-+--++----++-+---++--+---,++++-+-+-+-+--+++-++-+--+++--+-----,X,186,X,578
+++++++-++-+--++-----+++--+-+----+-,++++--++-+-+---++-++--+---+++-+-+--,X,47,X,514
+++++++-++-+--++-----+-++-+---++---,++++-++--++---+-++--+-+-+-+++----+-,X,181,X,310
+++++++-++-+--+-+---++-+---+-+---+-,++++-++---++-++--+---++++-+---++---,X,397,X,338
+++++++-++-+--+--+--++--+---+++----,++++-+-++---++-+++-+-+-+-++---+----,X,57,X,707
+++++++-++-+--+--+---++---+-+++----,++++-+-+---++-++-+-+++--++-+---+---,X,444,X,177
+++++++-++-+---++++---+--+-+---+---,+++-++--+--+++-+-+-++-++-+----++---,X,517,X,325
+++++++-++-+---++-+++---+---++-----,+++-+-++-+--+++-+--++----+-+-++--+-,X,253,X,83
+++++++-++-+---++-+-++-----+-+-+---,+++-++--+++---+++-+--++-++-+----+--,X,200,X,664
+++++++-++-+---+-+++-+----+--+-+---,+++-++--++-+-++---+++---++-+----++-,X,182,X,545
+++++++-++-+---+-+++----+---++-+---,++++-+-+--+--+-++--+++--+---+-+++--,X,645,X,274
+++++++-++-+---+-+-++-----++--++---,++++-++-+-+----+++-+--++-+--++---+-,X,256,X,67
+++++++-++-+---+--+----++-++--++---,+++-+++----++-+-+-+++-+--+-+-++----,X,178,X,696
+++++++-++-+---+---+---++--++++----,++++-+--++--++-+--++-+-++-+-+-+----,X,39,X,500
+++++++-++-+----+++----++--+-+---+-,+++-++---+--++-++-+-+++--++-+-+----,X,435,X,454
+++++++-++-+----++-++----++--+---+-,++++-+-+-++-+-++--+---+-+++---++---,X,385,X,677
+++++++-++-+----++--+--++--+-+---+-,++++-+-+----+++--+---+++-+-++-++---,X,502,X,441
+++++++-++-+----+-+---+--++++--+---,++++--++-+-+-+--+++--+--+---+++-+--,X,707,X,59
+++++++-++--+++----++-+-+--+---+---,+++-++-+--+++-+-+--++-+--+++-----+-,X,620,X,800
+++++++-++--+++-----++---++-+-+----,+++-+-++-+--++-++--+-+++--+----+-+-,X,111,X,120
+++++++-++--++-+--++---+---++-+----,++++-++-+----+++-+-+-+-++----++--+-,X,467,X,197
+++++++-++--++-+--+-+-+-+-----++---,++++-++----+-+++-+--+++--+-++---+--,X,737,X,710
+++++++-++--++-+----+-++-+-+---+---,++++-++----++-+---++-+---+++-+-++--,X,475,X,212
+++++++-++--++--+-+--++--+-+-----+-,++++----+++-+-+++--++--+-++-+-+----,X,371,X,693
+++++++-++--++--+--+-+---+-+--++---,++++-+-++----+-+++-++-+---+++----+-,X,77,X,591
+++++++-++--++--+----+-+-+-+-++----,++++-+--++-+--+++-+++----+--+-++---,X,136,X,116
+++++++-++--++----+-+----+++-+-+---,++++-+-++---+--++-++-++----++-+-+--,X,677,X,528
+++++++-++--++----+-+----+++-+-+---,+++-++-++-+----++--++-+-+-++-++----,X,678,X,529
+++++++-++--+-+++--+-+--+---++-----,+++-+++--+-++-+---+++-++-+---+-+---,X,5,X,813
+++++++-++--+-+++---++-+-+-----+---,+++++---++-+-++-+-+--++--+-++--+---,X,556,X,382
+++++++-++--+-++-+-+----++---+-+---,++++-+--++-+----+++-+++---+--++--+-,X,370,X,670
+++++++-++--+-++--+-+-+--+-+-+-----,+++++--+++-++--+----+++--+-+--++---,X,199,X,279
+++++++-++--+-++----+-++---+--++---,++++-+++----+--+-+++-+---++-+-+-+--,X,6,X,474
+++++++-++--+-+-++-++----+---+-+---,++++-+----+++--+--+++-+-++---+-++--,X,576,X,564
+++++++-++--+-+-++-+-+----++----+--,++++-+--++-++--+---+-+-+++--+++----,X,751,X,613
+++++++-++--+-+-++--++----++-----+-,+++-++--+--+-+-++-+-+++---+++-+----,X,752,X,267
+++++++-++--+-+-+-+----+++----+--+-,+++-++-++-+----+++-+--++--+++---+--,X,173,X,806
+++++++-++--+-+-+--+---++---+++----,++++-++-----+-++--+-+-+++--+--++-+-,X,294,X,171
+++++++-++--+-+--++--++---+-+----+-,++++-++----+++---++-+---+-+++-+--+-,X,479,X,542
+++++++-++--+-+--++--++----+-+---+-,+++++-+---++-+-+++--+-++---++-+----,X,503,X,760
+++++++-++--+-+--++---++-+--+---+--,+++-++-+-+++----+++-+-+-----+++-+--,X,375,X,763
+++++++-++--+-+---++-+--+-+-+---+--,+++++-+---+++-++---+--+-++----+++--,X,770,X,61
+++++++-++--+-+---+-++---++-+-+----,+++++-++-++--+-+-+--+---++--+++----,X,651,X,45
+++++++-++--+--+-+++---+-+--++-----,+++++--+++-++---++-+-+--+-+---+-+--,X,565,X,416
+++++++-++--+--+-+---+++----+--++--,++++-+-++-+-+-++--+-+---+++-++-----,X,558,X,826
+++++++-++--+--+-+---+-+--+++--+---,++++-+++---+++-----++-++--+-+-+--+-,X,674,X,184
+++++++-++--+--+-+----+-+++----++--,++++-++--+--+++---+-+-+++---+-+--+-,X,725,X,410
+++++++-++--+--+----+---++++-+-+---,+++-++--+-+++----+++--+-+-++--+-+--,X,151,X,413
+++++++-++--+---++++---+--+-+---+--,+++-++-+--+-+++----+-+---+++-+-++--,X,716,X,603
+++++++-++--+---+++---+-+--+-+---+-,++++-+---++-+-++-+++--++-+--++-----,X,735,X,43
+++++++-++--+---++-+-+--+----+++---,++++-++---+++-+-+-+-++-++--+--+----,X,609,X,496
+++++++-++--+---++---+++---+-+--+--,++++-+----+-++-+---+--+++-+-+++-+--,X,602,X,731
+++++++-++--+---++----+-+++--+-+---,++++-++-++-+-+--+--++----+++-+-+---,X,335,X,637
+++++++-++--+---+-+--+-+-++----++--,++++----++-++-+++-+-+-+--+++--+----,X,187,X,426
+++++++-++---+++-+-++--+--+---+----,+++-+---+++--++-+-+-++-+-++-++-----,X,204,X,489
+++++++-++---+++-+---++-+--+-----+-,+++-+-+++--++--+-+-++----+++-+--+--,X,826,X,198
+++++++-++---+++---+---+-+--+-++---,++++-+--+-+---+-++++--++-++--+---+-,X,686,X,475
+++++++-++---++-+--++-+---++-+-----,+++++-+---+-+--+---++-+-+-++--+++--,X,416,X,296
+++++++-++---++-+-----++-+--++---+-,+++-+++---+-++--+-++-+++--+-+-+----,X,9,X,303
+++++++-++---++--+-++---+--+-+-+---,+++++-+-+++---+--+-+---++-++-++----,X,810,X,66
+++++++-++---++--+-+--+---+-++---+-,+++-+++-+-+--+--+-+++-++----+++----,X,271,X,629
+++++++-++---++---++-+---+--+-+--+-,++++-++--++-+-+-+---+-++--++++-----,X,573,X,123
+++++++-++---++---++-+----++-+---+-,+++++-+-+-+--+-+---++--++-++-++----,X,460,X,280
+++++++-++---+-++-+---+-++----+--+-,++++--+++---+---++-+-+--++-+++-+---,X,408,X,235
+++++++-++---+-++--+-+--+-++---+---,++++++--+++-+-+-+---++-+--+--++----,X,202,X,430
+++++++-++---+-++--+----+++----+-+-,++++-++--+--+-++---+++-+-+--++---+-,X,583,X,532
+++++++-++---+-+-+++--+--+---++----,+++++-+-+-++-+-++--+-++----++--+---,X,805,X,444
+++++++-++---+-+--+-++----+--+++---,+++-+-++------+++-+-+-++-++--++--+-,X,391,X,408
+++++++-++---+-+--+-+----++-++--+--,++++-+--+++-----+-+-+++-+-++--++---,X,346,X,283
+++++++-++---+-+---+---++++----+-+-,+++-++--++--+++----+-++-+--++-+--+-,X,250,X,686
+++++++-++---+-+----++-++--+--++---,+++++-+-+---+++--+----++-+-+-++-+--,X,594,X,733
+++++++-++---+--++-+----+++----+-+-,++++--++-+-++--+-+---+--+++-++-+---,X,802,X,22
+++++++-++---+--+-++----+++--+---+-,++++-+--++-+++-+-+---+--+-+--+++---,X,330,X,117
+++++++-++---+--+-++----+++-----++-,+++-++-+--+-+++-++---+-+-+-+--++---,X,168,X,446
+++++++-++---+--+-+----+++-+--++---,++++-++-++-+---+++-+-+---++-+---+--,X,723,X,92
+++++++-++---+---+-+---+-++++---+--,+++-++-+-++-+---+-++----+++--++-+--,X,196,X,654
+++++++-++---+---+--+-++---++--+-+-,++++-+-+---++-++-++--+-+---++++----,X,222,X,605
+++++++-++----++++----++--+----+-+-,+++-++--+--+-++-+-+-+---++--+++--+-,X,37,X,726
+++++++-++----+++-+--++--+-+--+----,++++-+-+++-+-+---++-+----+-++--++--,X,373,X,705
+++++++-++----+++--++--+---+--+-+--,++++-+-+++-+---+-++-++----+-+-++---,X,563,X,546
+++++++-++----+++--+-+---+--++--+--,++++++--+++---+--+-++-+--+-+-+-+---,X,336,X,729
+++++++-++----++---++-+---+-+-++---,+++++-+-++-++---+-+--+--+++-+---+--,X,673,X,127
+++++++-++----++---+-+-+---++-+--+-,++++--+----+++-++-+++--+--++-+-+---,X,664,X,159
+++++++-++----++----+-+--+-+++--+--,+++++-+--+-+-+---+++--++--++-+---+-,X,742,X,265
+++++++-++----+-++-+-+----+--++--+-,++++--++++--+---+++--+--++-+-+-+---,X,322,X,194
+++++++-++----+-++--++----+--++--+-,++++--+-+-+-+++-+--+-+----+++-++---,X,520,X,423
+++++++-++----+-++--+---+-++---+-+-,++++-+--+-+----+++-+--++-+++---++--,X,776,X,23
+++++++-++----+-+-+--+---+++--+--+-,++++--++++--+-+-+-++--++--++-+-----,X,823,X,9
+++++++-++----+--+-+-+-+----+++--+-,+++-++---++--+-+++-+--+--+++----++-,X,468,X,351
+++++++-++----+---++-+-+---+-++--+-,+++++---++-++-++---+-++-+-+---++---,X,731,X,381
+++++++-++----+----+-+--++-+++-+---,++++--++--+-++-+-+--++--+-+-+++----,X,458,X,750
+++++++-++-----+++----++--++---+-+-,+++-++--+-++-++-+--+++--+-+-+----+-,X,112,X,821
+++++++-++-----++-+----+++--++---+-,+++++-+-+--++-+-+--++--+-+---++-+--,X,345,X,632
+++++++-++-----++--+-+--+---+++--+-,++++-++--+--++---+++-+-+-+-++-+----,X,257,X,802
+++++++-++-----++----+--+++-+-+-+--,++++-+--+-+--+++--+++-+---+-++--+--,X,304,X,442
+++++++-++-----+--++-+--+-+--+++---,++++-++---+--++--+-+-+-+---++++--+-,X,275,X,635
+++++++-++-----+--+-++---+-+++---+-,+++-+-+++-+--+-+-++----++--+++--+--,X,596,X,244
+++++++-++------+-+++----++--+-++--,++++--+--+-+--+-+-+-+-++--+++-++---,X,328,X,653
+++++++-++------+-++-+--+---+++--+-,+++-+-+-+-+--+++----++-++--+--+++--,X,411,X,508
+++++++-+-+++--+--+-+--++-+----+---,+++++--++-+---+-+++--+---+++--+-+--,X,626,X,21
+++++++-+-+++---++-+----+++--+-----,++++-+-+--+--+--+--+++-+-+-++--++--,X,36,X,464
+++++++-+-+++---+----+++-+---+--+--,+++-++-++---+-+--+-++-+---+++-++---,X,274,X,57
+++++++-+-+++---+-----++--+++-+----,++++-++--++--+-+-+--+-++--+-++-+---,X,403,X,361
+++++++-+-++-++--+-+-+-+--++-------,+++++--++--++-+--+-+--+++---++-+---,X,41,X,658
+++++++-+-++-+-++--+---+++-----+---,+++-++--+--+-++--+++-+-+----+++-+--,X,342,X,495
+++++++-+-++-+-+---+-+--++--++-----,+++-++-+-+++-++--+----++-+--+++----,X,523,X,52
+++++++-+-++-+--+++-+---+-++-------,+++-++--++---+-++---+++--+-+--++-+-,X,366,X,547
+++++++-+-++-+--++---++--++--+-----,++++-+-++--+---+-++----++++--+-+-+-,X,618,X,65
+++++++-+-++-+--++----+++--+---+---,++++--++--++-+-+-++-+-----+-+++-+--,X,763,X,277
+++++++-+-++-+--+-+---+-+--++--+---,++++++--++--+-++----+++-++---+-+---,X,812,X,101
+++++++-+-++-+--+---+++--+---+---+-,++++-+--+++---+++---+--++-++-+---+-,X,581,X,114
+++++++-+-++-+---+-++--+-+-+----+--,++++--+++---+-++-+-----+++-++--++--,X,124,X,357
+++++++-+-++-+---+--+++---+--+--+--,++++-+-++-----+++-+-+---++--+++-+--,X,184,X,673
+++++++-+-++-+---+--+---++--+++----,+++-++--+-+---++-++-+-+++-+-++-----,X,734,X,539
+++++++-+-++-+---+---+++---+--+--+-,+++++--+---++--++-+--+++-+-+-++----,X,750,X,746
+++++++-+-++-+----++--+--+++-----+-,++++--++-+--++-+-+-+----+-+++--++--,X,443,X,566
+++++++-+-++-+-----++---+-++--++---,+++-++-+-----+++-+-+-++--+++--+--+-,X,367,X,261
+++++++-+-++-+-----+--++--+++----+-,+++-+-+++--+--+++-+---+-++-+--++---,X,637,X,330
+++++++-+-++--+-++---+-+---++--+---,+++++-+-++-+---+--++---+++-++-+----,X,417,X,13
+++++++-+-++--+-+--+++---+--+---+--,+++++-+-++--+--+++-+----+++--+-+---,X,492,X,258
+++++++-+-++--+---++-+--+---+-++---,++++++--++---+-+-+--+--++++--+-+---,X,489,X,647
+++++++-+-++--+------+-+++--+-++---,+++-+-+-++--++--+++---+-++-++-+----,X,440,X,574
+++++++-+-++---+++---+--++--+----+-,++++--++--+-+-+-+++-++-+--+-++-----,X,555,X,48
+++++++-+-++---++-+--++----+-+-+---,+++-++-++--+++------+++-++--+-+--+-,X,611,X,215
+++++++-+-++---++-----+++-+-+---+--,+++++--+++--+---+-++--+--+-++-+-+--,X,282,X,161
+++++++-+-++---+-+++---++--+--+----,++++-++--+-+++---+---+-+--+++-+--+-,X,494,X,144
+++++++-+-++---+-+----++--++--+--+-,+++++-+--++---++--+-++-+-+-+++-----,X,757,X,602
+++++++-+-++---+--+--++----++-+-+--,++++-++--+----++-+++-+-+-+--+++----,X,486,X,553
+++++++-+-++---+----+-+++----++--+-,++++--++--+---++-++-+--+-+++-+-+---,X,129,X,253
+++++++-+-++----+++--+--++--+-+----,+++-+++-++-+--+++-+-+---+-++----+--,X,212,X,41
+++++++-+-++----++--+---+++--+---+-,+++++--+---+--+-+-++-+--++-+-+++---,X,96,X,56
+++++++-+-++-----+--+-+-++--+-++---,+++-++-+-+---++--+++-----+++-++--+-,X,75,X,801
+++++++-+-+-++-++--+-++---++-------,++++-+---+-++--+--+++--+-+-+--+++--,X,779,X,176
+++++++-+-+-++-+----+-++--+----++--,+++++--+-+---+-+++--+++--+-++--+---,X,806,X,781
+++++++-+-+-++--++-++----++----+---,++++-++-++--+---+++-+-+--+-+-++----,X,736,X,722
+++++++-+-+-++---++----+-++--+--+--,++++-++---+-+++--+-++++--+-+---+---,X,693,X,133
+++++++-+-+-++---+--++--++-+--+----,+++++-+++---+++--+--+-+---+-++-+---,X,534,X,353
+++++++-+-+-++---+--+-++--+-++-----,++++--+++-++-++-+-+---+++--+---+---,X,550,X,321
+++++++-+-+-++---+--+-++--+-+--+---,+++++--+++-++-+--++----+++-+---+---,X,625,X,79
+++++++-+-+-++----++----++-++---+--,+++-++-++-+----+-+++-+---++---++-+-,X,758,X,7
+++++++-+-+-+--++---++-+--+-++-----,++++--++--++-+++-+-+++--+-+--+-----,X,732,X,5
+++++++-+-+-+--+--++--+-+-++----+--,++++--++++--++-++-+-+-----+++--+---,X,701,X,567
+++++++-+-+-+---++--++-----+-++-+--,+++-++-++-+---+--+++-++-+----+++---,X,570,X,599
+++++++-+-+-+---++---+--++-+-++----,++++-+++----++-++--+--++----+-++-+-,X,715,X,88
+++++++-+-+--++++--++--+--+---+----,+++-+-++-+---+++--+--+++-+----++-+-,X,94,X,319
+++++++-+-+--+++-+-++--+--+----+---,+++++--+-++---++--+-+-+--++-+++----,X,518,X,484
+++++++-+-+--+++--+-+---+---++-+---,++++--+-++--+--+---+++-+++-++-+----,X,720,X,186
+++++++-+-+--++-+-++--++-----++----,++++-+--+++-+-+-----++-+-++--++--+-,X,704,X,372
+++++++-+-+--++--+-++---+-++----+--,++++++-+--+---++---+-++--+-+-+++---,X,414,X,751
+++++++-+-+--++--+---++-+--+++-----,++++-++-+-+-+-++--+-++-----+--+++--,X,217,X,557
+++++++-+-+--++---++---+--+-+++----,++++-+++-++--+--++-+-++-+---+-+----,X,646,X,257
+++++++-+-+--++----++--+-+-+++-----,++++-+-+++--+-+++--++---+--+--+--+-,X,745,X,87
+++++++-+-+--+-++--++-+----++----+-,+++++-+---+-+---++-+--++--+++-++---,X,749,X,20
+++++++-+-+--+-++--++---+-+----++--,+++++---+-++-++-+++---+---+-++-+---,X,495,X,498
+++++++-+-+--+-+-++--+--++-+----+--,++++-++--++++--++----+-+---+++-+---,X,418,X,132
